Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Group
5.81475697587672,3.77504785563894,-7.28463344485068,-10.193728175576,-1.30034294910141,0.486777316790988,-3.68865502135958,6.86796807103141,C
7.93934982674886,-9.72230548690082,0.788310734472684,-12.781517508901,3.38238925100204,-8.88959159067585,9.85160782135341,1.02292204048069,B
6.83622611506716,-3.3946594310407,-1.51525309438542,-13.8267210044534,2.32631015688409,-4.51107931518905,6.74365295258164,-2.28887144966025,A
4.7752774245761,8.41643793754348,-13.7650850772969,-3.16607825263326,1.92028802192317,3.49748724568562,-7.13952977605865,3.7738140694256,B
4.5068192902225,11.1749673010097,-2.98553025584387,-1.67698627800162,-1.66984397741264,1.99788947047712,-5.68248913317195,6.23354396726422,A
4.98102558718789,6.40967172361075,-14.4340826026928,-1.42538868763395,7.39226778116114,-0.0456349811558089,-4.45565672359628,3.56943045152644,B
6.90874116046019,0.430667357899747,0.528878775606573,-13.4649344201405,10.2763883501951,-8.01366023297661,7.82691796574249,-5.83482830673454,B
6.19194364573059,-2.08047206737384,-4.04047399588325,-7.75301818756149,7.54206549207994,-3.52391219927974,10.7566207901304,-1.58790123844755,C
1.70786905323492,8.73474614030063,-11.6047117381427,-2.86840428012104,7.1948293864342,1.49661676453948,-2.18017718340875,-0.154519779902757,A
-0.203086873662475,7.62124172593907,-9.20502886112923,-1.19327920749066,10.2208489185322,-2.00697108363982,-4.44250364350292,-1.24709603182226,B
9.3114421290306,4.33041008666712,-8.55104463805515,-5.41570860374423,4.57614124088451,0.706598072967218,-9.66829722185276,3.67885110558561,C
5.17842024964068,3.27568355408079,-8.10562489898548,-3.51588688929114,8.10127079820162,0.198221226576509,-5.28019007837853,2.54703516494787,A
-0.314788980222264,4.55405892006894,-13.8690275082548,-0.371818728620815,7.24760986411925,2.38251326404746,-0.704277016080023,1.43323148009644,A
1.18264628356055,-4.85718561742501,-5.23465994659936,-8.8636060850867,3.04989444503986,-7.91781125635738,9.63128094252026,-5.58950327098215,C
8.59916937383983,5.90991520512177,-8.08204549098265,0.387868873689591,5.03723087388416,-0.750591684086546,-3.60110824382326,0.467464134231745,C
6.30939591444769,-4.52704842174139,-0.409119178146484,-13.3064179979342,1.65639705139231,-7.76932735875213,5.42096526921304,-0.507043104689449,B
2.82399495481972,4.83719542035576,-10.4614073215763,-5.35242413459505,10.6483533494309,-0.500819575645488,-4.49949647979687,-0.0614144791331335,A
8.72385582249534,-2.61022855177908,2.75338416556272,-10.0920044890255,5.44079903815767,-10.6569416789491,10.4440183944758,-3.66455894317096,C
8.40979794783553,-3.22125539844538,-1.91462067110403,-9.21955926479778,2.2805431092134,-7.54519750837048,5.74101955781325,-0.704681659808315,B
6.97931506963445,-0.716316619796729,0.465669790509968,-11.1090216725107,3.93045208059155,-5.8987253390662,13.0368677651885,-3.25815363433175,C
0.806204533116724,6.19672292470954,-7.50639830316145,-3.96214663868146,7.68479012364094,-1.7742602558636,-0.0603911354497954,-0.851501543073707,A
6.60957613371908,-6.47996284702737,-0.780639950733329,-10.0489327890992,4.52802979701813,-1.56454005345777,6.66332226659651,-3.88318670390463,B
8.51683240044313,3.52393867962319,-14.1636940117835,-1.6411304406812,10.0408242860597,4.49177426768789,-1.44975999495493,1.42634963322384,A
9.76166520325603,6.48984519624407,-2.78212440635385,-5.21146617681934,-3.58136211098383,4.24048824402522,-5.9259893925504,1.49479930372919,A
8.73690260093614,1.72738740752056,-8.62625682569711,0.594320032378532,7.75388761817504,-1.87565960542768,-6.6757121557646,-3.12280520314715,B
6.03837388709378,9.29613057871207,-6.81673025574365,-6.0225719186334,-0.974843036255238,2.32883527337878,-4.88739654040988,5.26280035212792,B
8.20527103141722,-1.11354165857762,-3.73383928305604,-6.66706949032857,6.26811071804079,-5.37677058186339,10.1550636302488,-0.843782972823271,B
4.87760422686163,-0.400797731603623,-1.03683587902774,-5.6130322174126,2.839157662838,-7.63520540463591,7.17678092863417,-2.01517795311836,B
5.69795391617013,8.73227960784537,-6.26011072553384,-2.93519619462862,9.47767365160377,-2.28066157807568,-10.223381762126,0.113730208830063,A
2.9668110996933,-4.52114167816816,-5.59617609779168,-13.6418244651442,6.46824468186363,-7.34203081542303,5.39999434292138,-0.617205120930631,C
7.9937718315233,7.58291865446045,-6.46803908846645,-7.66376556272253,12.1099304163346,-1.00944729618713,-2.67213875998212,-2.81871790978829,A
5.07452788062158,8.16026017641991,-8.64599503445448,-5.88970528731609,8.01823331956748,0.588807768047754,-2.49001995770171,0.493889527335397,A
8.44446679655908,-6.02962308364323,1.40284309035781,-7.98693234041659,3.25860734289287,-6.68216332290782,10.2701077868852,-2.18727363495148,B
10.4338186516664,-3.82735743772865,-2.170644207659,-11.344065587052,3.53749800243991,-3.86279039988152,8.89018192141967,-6.3123553355193,A
3.15902486504565,9.12876921232943,-8.72891749695351,-5.07509200540289,8.83508063917524,0.0447781867777443,-5.24868554278652,4.41290813680692,B
